??,tot,sbi,bemp,act
1354,28,4,24,1
1355,28,6,22,1
1356,28,6,22,1
1357,28,6,22,1
1358,28,6,22,1
1359,28,5,23,1
1360,28,5,23,1
1361,28,5,23,1
1362,28,5,23,1
1363,28,5,23,1
1364,28,5,23,1
1365,28,4,24,1
1366,28,5,23,1
1367,28,5,23,1
1368,28,5,23,1
1369,28,5,23,1
1370,28,5,23,1
1371,28,5,23,1
1372,28,5,23,1
1373,28,4,24,1
1374,28,4,24,1
1375,28,4,24,1
1376,28,4,24,1
1377,28,4,24,1
1378,28,3,25,1
1379,28,3,25,1
1380,28,2,26,1
1381,28,1,27,1
1382,28,1,27,1
1383,28,2,26,1
1384,28,2,26,1
1385,28,2,26,1
1386,28,2,26,1
1387,28,2,26,1
1388,28,2,26,1
1389,28,1,27,1
1390,28,2,26,1
1391,28,1,27,1
1392,28,1,27,1
1393,28,2,26,1
1394,28,2,26,1
1395,28,2,26,1
1396,28,2,26,1
1397,28,2,26,1
1398,28,1,27,1
1399,28,2,26,1
1400,28,1.5,26.5,1
1401,28,1,27,1
1402,28,1,27,1
1403,28,1,27,1
1404,28,1,27,1
1405,28,2,26,1
1406,28,2,26,1
1407,28,2,26,1
1408,28,2,26,1
1409,28,2,26,1
1410,28,2,26,1
1411,28,2,26,1
1412,28,2,26,1
1413,28,2,26,1
1414,28,7,21,1
1415,28,10,18,1
1416,28,13,15,1
1417,28,17,11,1
1418,28,16,12,1
1419,28,16,12,1
1420,28,16,12,1
1421,28,16,12,1
1422,28,15,13,1
1423,28,15,13,1
1424,28,15,13,1
1425,28,14,14,1
1426,28,14,14,1
1427,28,15,13,1
1428,28,15,13,1
1429,28,15,13,1
1430,28,15,13,1
1431,28,15,13,1
1432,28,15,13,1
1433,28,14,14,1
1434,28,15,13,1
1435,28,16,12,1
1436,28,16,12,1
1437,28,16,12,1
1438,28,16,12,1
1439,28,16,12,1
